Date,Location,Crop,Helicoverpa_eggs,Helicoverpa_larvae
03/01/2014,BW 05A5,Chickpea,0.6,0.4
03/01/2014,BW 04A1,Safflower,0.0,0.4
03/01/2014,BW 04A3,Chickpea,0.0,2.2
03/01/2014,BW 04A4 B4,Chickpea,0.3,0.9
03/01/2014,BP 08BE,Pigeonpea,0.0,0.0
04/01/2014,BM 16AE,Pigeonpea,0.5,0.0
04/01/2014,BUS 13AIS01,Pigeonpea,0.0,0.4
04/01/2014,BIL 04D,Chickpea,0.2,0.5
04/01/2014,BIL 05D,Chickpea,0.1,0.3
04/01/2014,BIL 04C,Chickpea,0.4,0.5
04/01/2014,BM 07A,Chickpea,1.1,0.4
04/01/2014,BM 07B,Chickpea,1.9,0.3
04/01/2014,BM 07CE,Chickpea,0.0,2.2
04/01/2014,BIL 01,Chickpea,1.2,0.3
04/01/2014,BS 03CIS04,Sorghum,,0.0
04/01/2014,BL 02AWEST,Sorghum,,0.0
04/01/2014,BM 15C,Maize,,0.0
04/01/2014,BM 15CE,Pearl millet,,0.0
04/01/2014,BM 16CE,Sorghum,,0.0
04/01/2014,BUS 12CIS02,Pigeonpea,0.0,0.2
04/01/2014,BIL 02D,Pigeonpea,0.0,0.3
04/01/2014,BIL 02C,Maize,,0.0
04/01/2014,BIL 03C,Chickpea,0.0,0.5
04/01/2014,BM 08A EARLY,Sorghum,,0.0
04/01/2014,BM 08A LATE,Sorghum,,0.0
06/01/2014,RP 03C,Groundnut,0.0,0.3
06/01/2014,RP 03B,Groundnut,0.0,0.0
06/01/2014,RP 01A LATE,Sorghum,,0.0
06/01/2014,RP 01A EARLY,Sorghum,,0.0
06/01/2014,RCE 03A,Maize,,0.0
06/01/2014,RP 03A,Groundnut,0.0,0.0
06/01/2014,RP 01C,Sorghum,,4.0
06/01/2014,RP 01B,Sorghum,,0.0
06/01/2014,RCE 12B,Sorghum,,0.0
06/01/2014,RP 13CS,Sorghum,,0.0
06/01/2014,RP 13CM,Maize,,0.0
06/01/2014,RCW 01IS02,Pigeonpea,0.0,0.0
06/01/2014,RCW 01IS03 W,Sorghum,,0.0
06/01/2014,RCW 01IS03 E,Sorghum,,0.0
06/01/2014,RCW13 A,Maize,,0.0
06/01/2014,RCW14 A,Maize,,0.0
06/01/2014,?RCW19A ISO 2 S,Sorghum,,0.0
06/01/2014,RCW19A IS0 2 N,Sorghum,,0.0
06/01/2014,RCW19A ISO 1N,Pigeonpea,1.0,0.4
06/01/2014,RCW17C1,Sorghum,,0.0
06/01/2014,RCW17C2 S,Sorghum,,0.0
06/01/2014,RCW17C2MI,Pigeonpea,1.4,0.2
06/01/2014,RCW17C2 MI,Pearl millet,,0.0
06/01/2014,RCW17C2 N,Sorghum,,0.0
06/01/2014,RCW17B1,Pigeonpea,1.6,0.1
06/01/2014,BIL 02B,Sorghum,,0.0
06/01/2014,BIL 06A,Maize,,0.0
06/01/2014,ROS LATE,Sorghum,,0.0
06/01/2014,ROS EARLY,Sorghum,,0.0
06/01/2014,ROS,Maize,,3.0
06/01/2014,ROS,Pearl millet,,0.0
06/01/2014,ROS,Soyabean,0.0,0.0
06/01/2014,ROS,Chickpea,1.4,0.2
06/01/2014,ROS,Lentil,0.0,0.0
06/01/2014,ROS,Groundnut,0.0,0.0
06/01/2014,ROS DHFBACK,Sorghum,,0.0
06/01/2014,"RCW 18BE(N)GN, CO,SB, MB",Pigeonpea,0.0,0.0
06/01/2014,RCW 18BW,Groundnut,0.0,0.0
07/01/2014,BP04BW,Sorghum,,0.0
07/01/2014,BP 04CW,Sorghum,,0.0
07/01/2014,BP 06A W,Sorghum,,0.0
07/01/2014,BP06A E,Sorghum,,4.0
07/01/2014,BP 06B,Sorghum,,3.0
07/01/2014,BP 08C E,Sorghum,,0.0
07/01/2014,BP 08C W,Sorghum,,0.0
07/01/2014,BP 11A,Sorghum,,0.0
07/01/2014,BL 02B E,Sorghum,,2.0
07/01/2014,BL02B W S,Sorghum,,0.0
07/01/2014,BL 02B W N,Sorghum,,0.0
07/01/2014,BP 14A NET,Pigeonpea,0.0,0.6
07/01/2014,BP 14B OPEN,Pigeonpea,0.0,0.8
07/01/2014,BP 14B NET,Pigeonpea,0.0,0.6
08/01/2014,BM 16CE,Sorghum,,0.0
07/01/2014,BP 14C NET,Pigeonpea,0.0,0.2
07/01/2014,BP 10 LATE,Pigeonpea,0.0,0.4
07/01/2014,BP 13AW,Chickpea,0.0,0.2
07/01/2014,BP 13AM,Chickpea,0.0,0.2
07/01/2014,BP 13AE,Chickpea,0.0,0.2
07/01/2014,BP 13B,Chickpea,0.0,0.2
07/01/2014,BP 13A MB CO SB BA,Pigeonpea,0.0,0.0
07/01/2014,BL 02AW N,Sorghum,,0.0
07/01/2014,BP 02A,Maize,,0.0
07/01/2014,BP 02B,Maize,,0.0
07/01/2014,BP 08AE,Chickpea,0.1,0.0
07/01/2014,BP 08BE,Pigeonpea,0.0,0.0
08/01/2014,BM 08A E,Sorghum,,0.0
07/01/2014,BP 08BM,Chickpea,0.2,0.3
07/01/2014,BP 12A,Chickpea,0.7,2.8
07/01/2014,BP 12B,Chickpea,0.0,0.8
07/01/2014,BP 02C,Chickpea,0.4,0.2
07/01/2014,BP 03C,Pigeonpea,0.0,0.0
08/01/2014,BM 16AE,Pigeonpea,0.0,0.0
09/01/2014,RP 19BS,Castor,0.0,0.0
08/01/2014,BUS 13AIS01,Pigeonpea,0.0,0.2
08/01/2014,BUS 12CIS02,Pigeonpea,0.0,0.0
08/01/2014,BIL 06B,Maize,,0.0
08/01/2014,BIL 05D,Chickpea,0.6,0.5
08/01/2014,BIL 04D,Chickpea,0.2,0.5
08/01/2014,BIL 04C,Chickpea,0.3,0.1
09/01/2014,RP 19AN,Castor,0.0,0.0
08/01/2014,BM 07A,Chickpea,0.4,0.4
08/01/2014,BM 07B,Chickpea,0.8,0.1
08/01/2014,BM 07CE,Chickpea,0.4,1.2
08/01/2014,BM 01BIS03,Pigeonpea,0.0,0.2
08/01/2014,BIL 01,Chickpea,0.2,0.3
08/01/2014,BM 01BIS01,Sorghum,,0.0
10/01/2014,BW 01A2,Safflower,0.0,0.0
08/01/2014,BM 08A W,Sorghum,,0.0
08/01/2014,BM 17C W,Maize,,0.0
08/01/2014,BM 17C E,Maize,,0.0
08/01/2014,BS 07C,Maize,,0.0
08/01/2014,BS 07B,Maize,,0.0
08/01/2014,BS 07A,Maize,,0.0
08/01/2014,BS 03CIS01,Pigeonpea,0.8,0.4
08/01/2014,BIL 02C,Maize,,0.0
08/01/2014,BIL 02B,Sorghum,,0.0
08/01/2014,BIL 03C,Chickpea,0.0,0.5
08/01/2014,BR 04DIS02,Pigeonpea,0.0,0.4
08/01/2014,BM 15AM,Sunflower,0.0,0.0
08/01/2014,BM 15CW,Pearl millet,,0.0
08/01/2014,BM 15CW,Maize,,0.0
09/01/2014,Q01C1 N,Sorghum,,0.0
09/01/2014,Q01C2 N,Maize,,0.0
09/01/2014,Q01C2 S,Pearl millet,,0.0
09/01/2014,Q01E1 S,Pearl millet,,0.0
09/01/2014,Q01E1 N,Sorghum,,0.0
09/01/2014,RM 01BW,Maize,,0.0
09/01/2014,RM 01AIS02 S,Sorghum,,0.0
09/01/2014,RM 01AIS02N,Sorghum,,0.0
09/01/2014,RL 33IS03 W,Sorghum,,0.0
09/01/2014,RL 33IS03 E,Sorghum,,0.0
09/01/2014,RL 19E,Sorghum,,0.0
09/01/2014,RL 18B,Maize,,0.0
09/01/2014,RL 17BNORTH,Pigeonpea,2.6,0.6
09/01/2014,RP 11C,Pearl millet,,0.0
09/01/2014,RP 12AS,Pigeonpea,0.0,0.5
09/01/2014,RP 12AN,Groundnut,0.0,0.0
09/01/2014,RP 06A,Sorghum,,0.0
09/01/2014,RP 07CS,Pearl millet,,0.0
09/01/2014,RP 13CS,Maize,,0.0
09/01/2014,RP 13CS,Sorghum,,0.0
09/01/2014,BP 15AW,Chickpea,1.2,3.2
10/01/2014,BW 01A1,Sorghum,,0.0
10/01/2014,BW 02B2 W,Groundnut,0.0,0.0
10/01/2014,BW 02B2MI,Pigeonpea,0.0,0.0
10/01/2014,BW 02B2E,Chickpea,1.2,0.0
10/01/2014,BW 02A2E,Chickpea,1.2,0.0
10/01/2014,BW 02A2MI,Pigeonpea,0.0,0.0
10/01/2014,BW 02A2W,Groundnut,0.0,0.0
10/01/2014,BW 03B3 S,Chickpea,0.8,0.2
10/01/2014,BW 03B3 N,Sorghum,,0.0
10/01/2014,BW 03B5,Chickpea,2.8,0.8
10/01/2014,BW 07ABC,Safflower,0.0,0.3
10/01/2014,BW 08A3,Castor,0.0,0.0
10/01/2014,BW 08A4,Sorghum,,0.0
10/01/2014,BW 08A6,Sorghum,,0.0
10/01/2014,BW 04B1,Sorghum,,0.0
10/01/2014,BW 04B1,Chickpea,0.0,0.4
10/01/2014,BW 04B2,Sorghum,,1.0
10/01/2014,BW 04B3,Chickpea,0.2,0.4
10/01/2014,BW 05B3,Chickpea,0.0,1.2
10/01/2014,BW 05B4,Chickpea,0.0,0.2
10/01/2014,BW 06A4,Chickpea,0.0,0.4
10/01/2014,BW 04A1,Safflower,0.0,0.0
10/01/2014,BW 05B6,Chickpea,0.9,0.3
10/01/2014,BW 05A5,Chickpea,0.7,0.5
10/01/2014,"BW 04A4, B4",Chickpea,0.4,1.3
10/01/2014,BW 04A4,Chickpea,0.0,0.3
13/01/2014,ROSMAIZE,Maize,,0.0
13/01/2014,RP 03A,Groundnut,0.0,0.0
13/01/2014,RP 01C,Sorghum,,4.0
13/01/2014,RP 01A,Sorghum,,4.0
13/01/2014,RP 03C,Groundnut,0.0,0.3
13/01/2014,RP 03B,Groundnut,0.0,0.0
13/01/2014,RCE 19,Groundnut,0.0,0.0
13/01/2014,ROS,Sorghum,,0.0
13/01/2014,ROS,Chickpea,0.0,0.3
13/01/2014,ROS,Maize,,0.0
13/01/2014,ROS EARLY,Sorghum,,1.0
13/01/2014,ROS,Groundnut,0.0,0.0
13/01/2014,RCE 12B,Sorghum,,0.0
13/01/2014,RP 01B,Sorghum,,5.0
13/01/2014,RCE 16S,Groundnut,0.0,0.0
13/01/2014,RCE 03A,Maize,,0.0
13/01/2014,RCW 01IS03W,Sorghum,,0.0
13/01/2014,RCW 01IS03 E,Sorghum,,0.0
13/01/2014,RCW 19AIS02S,Sorghum,,0.0
13/01/2014,RCW 19AIS02N,Sorghum,,0.0
13/01/2014,RCW 19AIS01,Pigeonpea,0.0,0.0
13/01/2014,RCW 13A,Maize,,0.0
13/01/2014,RCW 13A W,Maize,,0.0
13/01/2014,RCW 14A,Maize,,0.0
13/01/2014,RCW 17C2MI,Pigeonpea,0.0,0.0
13/01/2014,RCW 17C2S,Sorghum,,0.0
13/01/2014,RCW 17C1,Sorghum,,0.0
13/01/2014,RCW 17B1,Pigeonpea,5.2,1.4
14/01/2014,BP 14C NET,Pigeonpea,0.0,0.2
14/01/2014,BP 14B NET,Pigeonpea,0.0,1.2
14/01/2014,BP 14B OPEN,Pigeonpea,0.0,0.8
14/01/2014,BP 14A NET,Pigeonpea,0.0,1.4
14/01/2014,BP 13B,Chickpea,0.4,0.8
14/01/2014,BP 13AM,Chickpea,0.2,0.6
14/01/2014,BP 13AW,Chickpea,0.0,0.4
14/01/2014,BP 13AE,Chickpea,0.0,0.2
14/01/2014,BP 13AE,Pigeonpea,2.0,0.0
14/01/2014,BP 12B,Chickpea,0.0,0.5
14/01/2014,BP 12A,Chickpea,0.0,0.4
14/01/2014,BP 08BM,Chickpea,0.0,0.9
14/01/2014,BP 08AE,Chickpea,0.6,1.0
14/01/2014,BL 02AWEST,Sorghum,,0.0
14/01/2014,BP 02A,Maize,,0.0
14/01/2014,BP 02B,Maize,,0.0
14/01/2014,BP 02C,Chickpea,0.0,1.0
15/01/2014,BM 16CE,Sorghum,,0.0
15/01/2014,RM 01AIS01,Sorghum,,0.0
15/01/2014,BM 08A W,Sorghum,,0.0
15/01/2014,BM 08A E,Sorghum,,0.0
15/01/2014,BP 06B,Sorghum,,0.0
15/01/2014,BP 11B E,Sorghum,,0.0
15/01/2014,BIL 02D,Pigeonpea,0.0,0.3
15/01/2014,BIL 02C,Maize,,0.0
15/01/2014,BIL 02B,Sorghum,,0.0
15/01/2014,BIL 01,Chickpea,0.4,0.2
15/01/2014,BM 16A,Pigeonpea,0.0,1.1
15/01/2014,BUS 13AIS01,Pigeonpea,0.0,1.2
15/01/2014,BUS 12CIS02,Pigeonpea,0.0,0.2
15/01/2014,BIL 04D,Chickpea,0.0,0.2
15/01/2014,BIL 03C,Chickpea,0.0,0.5
15/01/2014,BIL 04C,Chickpea,0.0,0.6
15/01/2014,BIL 05D,Chickpea,0.0,0.4
15/01/2014,BM 07B,Chickpea,0.0,0.3
15/01/2014,BM 07A,Chickpea,0.0,0.7
15/01/2014,BM 15AE,Sunflower,0.0,0.0
15/01/2014,BM 15CW,Maize,,0.0
15/01/2014,BM 15CE,Pearl millet,,0.0
15/01/2014,BIL 06A,Maize,,0.0
16/01/2014,RP 06C,Sorghum,,0.0
16/01/2014,RP 19AN,Castor,0.0,0.0
16/01/2014,RP 19BS,Castor,0.0,0.0
16/01/2014,BP 15AW,Chickpea,0.0,2.6
16/01/2014,RP 12AN,Groundnut,0.0,0.0
16/01/2014,BP 10,Pigeonpea,0.0,0.4
16/01/2014,RP 08B,Groundnut,0.0,0.3
16/01/2014,RP 08C,Groundnut,0.0,0.2
16/01/2014,RP 12AS,Pigeonpea,0.0,0.3
16/01/2014,RCW 18BEN GN CP SB MB,Pigeonpea,0.0,0.0
16/01/2014,BS 07C,Maize,,0.0
16/01/2014,Q01C1S,Sorghum,,0.0
16/01/2014,Q01C1N,Sorghum,,0.0
16/01/2014,Q01C2N,Maize,,0.0
16/01/2014,Q01C2S,Pearl millet,,0.0
16/01/2014,Q01E1N,Sorghum,,0.0
16/01/2014,Q01E1MI,Pearl millet,,0.0
16/01/2014,RM 01BW,Maize,,0.0
16/01/2014,RL 33IS03 W,Sorghum,,0.0
16/01/2014,RL 33IS03 E,Sorghum,,0.0
16/01/2014,RL 19 E,Sorghum,,0.0
16/01/2014,RL 17BNORTH,Pigeonpea,2.4,0.2
17/01/2014,BW 05B3,Chickpea,0.0,0.4
17/01/2014,BW 06A5,Chickpea,0.0,0.2
17/01/2014,BW 05B4,Chickpea,0.0,0.4
17/01/2014,BW 04A1,Safflower,0.0,0.0
17/01/2014,BW 04A4 B4,Chickpea,0.0,1.9
17/01/2014,BW 03A3,Chickpea,0.0,0.4
17/01/2014,BW 05B6,Chickpea,0.0,0.2
17/01/2014,BW07ABC,Safflower,0.0,0.0
17/01/2014,BW 08A3,Castor,0.0,0.0
17/01/2014,BW 08A4,Sorghum,,0.0
17/01/2014,BW 08A6,Sorghum,,0.0
17/01/2014,BW 04B1,Sorghum,,0.0
17/01/2014,BW 04B1,Chickpea,0.0,0.6
17/01/2014,BW 04B2,Sorghum,,0.0
17/01/2014,BW 04B3,Chickpea,0.0,0.9
17/01/2014,BW 01A2,Safflower,0.0,0.0
17/01/2014,BW 01B2,Safflower,0.0,0.0
17/01/2014,BW 01A1,Sorghum,,0.0
17/01/2014,BW 02B2 W,Groundnut,0.0,0.0
17/01/2014,BW 02B2MI,Pigeonpea,0.0,0.0
17/01/2014,BW 02B2E,Chickpea,1.2,0.0
17/01/2014,BW 02A2E,Chickpea,1.6,0.0
17/01/2014,BW 02A2MI,Pigeonpea,0.0,0.0
17/01/2014,BW 02A2W,Groundnut,0.0,0.0
17/01/2014,BW 03B3S,Chickpea,1.0,0.2
17/01/2014,BW 03B3N,Sorghum,,0.0
17/01/2014,BW 03B5,Chickpea,1.6,0.6
17/01/2014,BP 03C,Pigeonpea,0.0,0.2
20/01/2014,RCW 01IS03 W,Sorghum,,0.0
20/01/2014,RCW 01IS03 E,Sorghum,,0.0
20/01/2014,RCW 19AIS02S,Sorghum,,0.0
20/01/2014,RCW 19AIS02N,Sorghum,,0.0
20/01/2014,RCW 19AIS03,Pearl millet,,0.0
20/01/2014,RCW 19AIS01,Pigeonpea,0.0,0.0
20/01/2014,RCW 17C1,Sorghum,,0.0
20/01/2014,RCW 17C2 S,Sorghum,,0.0
20/01/2014,RCW 17C2 MI,Pigeonpea,1.0,0.0
20/01/2014,RCW 17B1,Pigeonpea,1.1,1.0
20/01/2014,ROS LATE,Sorghum,,0.0
20/01/2014,ROS,Chickpea,0.0,0.4
20/01/2014,ROS,Groundnut,0.0,0.0
20/01/2014,ROS CIMMYT,Maize,,0.0
20/01/2014,ROS DHFBACK,Sorghum,,0.0
20/01/2014,RCW 18BW(N) GN CP CO SB,Pigeonpea,0.0,0.0
20/01/2014,RP 01C,Sorghum,,12.0
20/01/2014,RCW 18C,Groundnut,0.0,0.0
20/01/2014,RP 08A,Groundnut,0.0,0.5
20/01/2014,RCE 03A,Maize,,0.0
20/01/2014,RCE 03A,Pearl millet,,0.0
20/01/2014,RP 03A,Groundnut,0.0,1.4
20/01/2014,RP 03B,Groundnut,0.0,0.5
20/01/2014,RP 01B,Sorghum,,5.0
20/01/2014,RP 01A,Sorghum,,12.0
20/01/2014,RCE 16,Groundnut,0.0,0.0
20/01/2014,RP 13CS,Sorghum,,0.0
21/01/2014,BP 02C2,Chickpea,0.5,0.2
21/01/2014,BP 04BW,Sorghum,,0.0
21/01/2014,BP 04CW,Sorghum,,0.0
21/01/2014,BP 06A W,Sorghum,,0.0
21/01/2014,BP 06A E,Sorghum,,0.0
21/01/2014,BP 06B,Sorghum,,8.0
21/01/2014,BP 08C E,Sorghum,,0.0
21/01/2014,BP 08C W,Sorghum,,0.0
21/01/2014,BP 11A,Sorghum,,0.0
21/01/2014,BP 11B E,Sorghum,,0.0
21/01/2014,BL 02B E,Sorghum,,0.0
21/01/2014,BL 02B W,Sorghum,,0.0
21/01/2014,BP 08AE,Chickpea,0.0,1.0
21/01/2014,BP 08BM,Pigeonpea,0.0,0.0
21/01/2014,BP 12B,Chickpea,0.0,1.0
21/01/2014,BP 12A,Chickpea,0.0,1.3
21/01/2014,BP 08BM,Chickpea,0.0,1.2
21/01/2014,BP 15A NET,Pigeonpea,0.0,0.6
21/01/2014,BP 14B NET,Pigeonpea,0.0,0.4
21/01/2014,BP 13A CO MB,Pigeonpea,3.0,0.6
21/01/2014,BP 13AE,Chickpea,0.6,1.8
21/01/2014,BP 13AM,Chickpea,0.0,1.0
21/01/2014,BP 13AW,Chickpea,0.0,1.4
21/01/2014,BP 13B,Chickpea,0.0,0.4
21/01/2014,BP 15AW,Chickpea,0.0,0.6
22/01/2014,BM 17C,Maize,,0.0
22/01/2014,BM 01BIS01,Sorghum,,0.0
22/01/2014,BM 16BE,Sorghum,,0.0
22/01/2014,BIL 02B,Sorghum,,0.0
22/01/2014,BIL 02C,Maize,,0.0
22/01/2014,BIL 03C,Chickpea,0.0,1.6
22/01/2014,BIL 04C,Chickpea,0.0,0.9
22/01/2014,BS 07C,Maize,,0.0
22/01/2014,BS 07B,Maize,,0.0
22/01/2014,BS 07A,Maize,,0.0
22/01/2014,BM 07A,Chickpea,0.0,2.2
22/01/2014,BM 07B,Chickpea,0.0,3.6
22/01/2014,BM 15AE,Pearl millet,,0.0
22/01/2014,BM 15AE,Sunflower,0.0,0.0
22/01/2014,BM 15C,Maize,,0.0
22/01/2014,BM 15CE,Pearl millet,,0.0
22/01/2014,BIL 02D,Pigeonpea,0.0,0.2
22/01/2014,BIL 06B,Maize,,0.0
23/01/2014,RM 01BW,Maize,,0.0
23/01/2014,RP13C,Maize,,0.0
23/01/2014,RP 08A,Groundnut,0.0,0.0
23/01/2014,RP 12AN,Groundnut,0.0,0.0
23/01/2014,RP 12AS,Pigeonpea,0.0,0.2
23/01/2014,RP 06A,Sorghum,,0.0
23/01/2014,RP 06C,Sorghum,,0.0
23/01/2014,RP 19AN,Castor,0.0,0.0
23/01/2014,RP 19BS,Castor,0.0,0.0
23/01/2014,RP 11C,Pearl millet,,1.0
23/01/2014,Q01C1N,Sorghum,,0.0
23/01/2014,Q01C2N,Maize,,0.0
23/01/2014,Q01C2S,Sorghum,,0.0
23/01/2014,Q01C1S,Sorghum,,0.0
23/01/2014,Q01E1 N,Sorghum,,0.0
23/01/2014,Q01E1M,Pearl millet,,0.0
23/01/2014,RL 33IS03W,Sorghum,,0.0
23/01/2014,RL 33IS03 E,Sorghum,,0.0
23/01/2014,RM 01AIS03,Pearl millet,,0.0
23/01/2014,RM 01AIS02S,Sorghum,,0.0
23/01/2014,RM 01AIS02N,Sorghum,,0.0
23/01/2014,RL 19E,Sorghum,,0.0
23/01/2014,RL 17BNORTH,Pigeonpea,0.8,0.0
24/01/2014,BW 02B2 E,Chickpea,2.2,1.0
24/01/2014,BW 02A2 E,Chickpea,2.2,0.4
24/01/2014,BW 02A2MI,Pigeonpea,0.0,0.0
24/01/2014,BW 02A2 W,Groundnut,0.0,0.0
24/01/2014,BW 02B2 E,Groundnut,0.0,0.0
24/01/2014,BW 02B2MI,Pigeonpea,0.0,0.0
24/01/2014,BW 01A2,Safflower,0.0,0.0
24/01/2014,BW 01B2,Safflower,0.0,0.0
24/01/2014,BW 01A1,Sorghum,,0.0
24/01/2014,BW 03B3 S,Chickpea,0.0,0.0
24/01/2014,BW 03B3N,Sorghum,,0.0
24/01/2014,BW 03B5,Chickpea,0.8,0.6
24/01/2014,BW 07ABC,Safflower,0.0,0.6
24/01/2014,BW 08A3,Castor,0.0,0.2
24/01/2014,BW 08A4,Sorghum,,0.0
24/01/2014,BW 08A6,Sorghum,,0.0
24/01/2014,RCW 18BW,Groundnut,0.0,0.0
24/01/2014,BW 04A1,Safflower,0.0,0.2
24/01/2014,BW 03A3,Chickpea,0.0,0.0
24/01/2014,BW 04B3,Chickpea,0.0,0.4
24/01/2014,BW 04B2,Sorghum,,0.0
24/01/2014,BW 04B1,Sorghum,,0.0
24/01/2014,"BW 05B5, 6",Chickpea,0.0,0.7
24/01/2014,"BW 05A4, 5",Chickpea,0.0,1.8
24/01/2014,"BW 04B4, A4",Chickpea,0.0,0.4
27/01/2014,ROS LATE,Sorghum,,0.0
27/01/2014,RP 08B,Groundnut,0.0,0.1
27/01/2014,RP 08C,Groundnut,0.0,0.3
27/01/2014,ROS,Chickpea,0.2,0.2
27/01/2014,ROS,Lentil,0.0,0.0
27/01/2014,ROS,Groundnut,0.0,0.0
27/01/2014,ROS CIMMYT,Maize,,0.0
27/01/2014,"RCW 18BE(N)GN, SB, CO, CP",Pigeonpea,0.0,0.0
27/01/2014,RCE 06M,Sorghum,,0.0
27/01/2014,RCW 18C,Groundnut,0.0,0.0
27/01/2014,RCW 18BW,Groundnut,0.0,0.0
27/01/2014,ROS DHFBACK,Sorghum,,0.0
27/01/2014,RCW 01IS01,Pearl millet,,0.0
27/01/2014,RCW 01IS03W,Sorghum,,0.0
27/01/2014,RCW 01IS03E,Sorghum,,0.0
27/01/2014,RCW 19AIS01N,Pigeonpea,0.0,0.0
27/01/2014,RCW 19AIS02S,Sorghum,,0.0
27/01/2014,RCW 19AIS02N,Sorghum,,0.0
27/01/2014,RCW 19AIS03,Pearl millet,,0.0
27/01/2014,RCW 17B1,Pigeonpea,3.2,1.5
27/01/2014,RCW 17C2MI,Pigeonpea,1.6,0.6
27/01/2014,RCW 17C2 S,Sorghum,,0.0
27/01/2014,RCW 17C1,Sorghum,,0.0
27/01/2014,RCW 13A,Maize,,0.0
27/01/2014,RCW 13AW,Maize,,0.0
27/01/2014,RCW 14A,Maize,,0.0
27/01/2014,RCW 14BMI,Maize,,0.0
27/01/2014,RP 03A,Groundnut,0.0,0.4
27/01/2014,RP 03B,Groundnut,0.0,0.8
27/01/2014,RP 03C,Groundnut,0.0,0.3
27/01/2014,RCE 16,Groundnut,0.0,0.0
27/01/2014,RCE 03A,Maize,,0.0
27/01/2014,RCE 03A,Pearl millet,,0.0
27/01/2014,RP 01C,Sorghum,,12.0
27/01/2014,RP 01A,Sorghum,,13.0
28/01/2014,BP 04BW,Sorghum,,0.0
28/01/2014,BP 04CW,Sorghum,,0.0
28/01/2014,BP 04CE,Sorghum,,0.0
28/01/2014,BP 06AW,Sorghum,,0.0
28/01/2014,BP 06AE,Sorghum,,3.0
28/01/2014,BP 06B,Sorghum,,8.0
28/01/2014,BP 08CE,Sorghum,,0.0
28/01/2014,BP 08CW,Sorghum,,0.0
28/01/2014,BP 11A,Sorghum,,0.0
28/01/2014,BL 02B E,Sorghum,,0.0
28/01/2014,BL 02B W,Sorghum,,0.0
28/01/2014,BP 02B,Maize,,0.0
28/01/2014,BP 02A,Maize,,0.0
28/01/2014,BP 02C2,Chickpea,0.5,0.3
28/01/2014,BP 14B NET,Pigeonpea,0.0,0.2
28/01/2014,BP 13B,Chickpea,0.0,0.4
28/01/2014,BP 13AW,Chickpea,0.0,0.6
28/01/2014,BP 13AM,Chickpea,0.0,0.8
28/01/2014,BP 13AE,Chickpea,0.0,0.8
28/01/2014,BP 13AE,Pigeonpea,0.8,0.8
28/01/2014,BP 08BM,Chickpea,0.0,0.6
28/01/2014,BP 08AE,Chickpea,0.0,0.0
28/01/2014,BP 08BE,Pigeonpea,0.0,0.0
28/01/2014,BP 03C,Pigeonpea,0.0,0.2
28/01/2014,BP 12A,Chickpea,0.1,0.2
28/01/2014,BP 12B,Chickpea,0.0,0.7
29/01/2014,BM 17C,Maize,,0.0
29/01/2014,BM 16AE,Sunflower,0.0,0.0
29/01/2014,BM 16AE,Pearl millet,,0.0
29/01/2014,BM 08A E,Sorghum,,0.0
29/01/2014,BM 08AW,Sorghum,,0.0
29/01/2014,BM 01BIS03,Sorghum,,0.0
29/01/2014,BM 16CE,Sorghum,,0.0
29/01/2014,BM 16BE,Sorghum,,0.0
29/01/2014,BIL 02B,Sorghum,,0.0
29/01/2014,BS 07B,Maize,,0.0
29/01/2014,BS 07A,Maize,,0.0
29/01/2014,BIL 04C,Chickpea,0.0,0.2
29/01/2014,BIL 02C,Maize,,0.0
29/01/2014,BIL 06A,Maize,,0.0
29/01/2014,BIL 06B,Maize,,0.0
30/01/2014,RM 01BW,Maize,,0.0
30/01/2014,RP 11C,Pearl millet,,2.0
30/01/2014,Q01C2 S,Sorghum,,0.0
30/01/2014,Q01C1 N,Sorghum,,0.0
30/01/2014,Q01C2N,Maize,,0.0
30/01/2014,Q01C2S,Pearl millet,,0.0
30/01/2014,Q01E1MI,Maize,,0.0
30/01/2014,Q01E1MI,Pearl millet,,0.0
30/01/2014,Q01E1N,Sorghum,,0.0
30/01/2014,RL 33IS03W,Sorghum,,0.0
30/01/2014,RL 33IS03 E,Sorghum,,0.0
30/01/2014,RM 18CSW,Groundnut,0.0,0.0
30/01/2014,RP 08C,Groundnut,0.0,0.0
30/01/2014,RP 08B,Groundnut,0.0,0.0
30/01/2014,RP 08A,Groundnut,0.0,0.0
30/01/2014,RP 12AS,Pigeonpea,0.0,0.3
30/01/2014,RP 06C,Sorghum,,0.0
30/01/2014,RP 06A,Sorghum,,0.0
30/01/2014,RP 12AN,Groundnut,0.0,0.0
30/01/2014,RP 07C,Pearl millet,,0.0
31/01/2014,BW 02B2 E,Chickpea,2.4,0.6
31/01/2014,BW 02A2E,Chickpea,1.6,0.0
31/01/2014,BW 02A2MI,Pigeonpea,0.0,0.0
31/01/2014,BW 02A2W,Groundnut,0.0,0.0
31/01/2014,BW 02B2W,Groundnut,0.0,0.0
31/01/2014,BW 02B2MI,Pigeonpea,0.0,0.0
31/01/2014,BW 01B2,Safflower,0.0,0.0
31/01/2014,BW 01A2,Safflower,0.0,0.0
31/01/2014,BW07ABC,Safflower,0.0,0.0
31/01/2014,BW 08A4,Sorghum,,0.0
31/01/2014,BW 08A6,Sorghum,,0.0
31/01/2014,BW 05B6,Chickpea,0.0,1.2
